time,open,high,low,close,tick_volume,spread,real_volume
2025-06-19 16:00:00,21711.250000,21741.000000,21691.000000,21702.750000,6410,100,0
2025-06-19 20:00:00,21702.500000,21702.500000,21702.500000,21702.500000,1,100,0
2025-06-20 00:00:00,21763.500000,21925.500000,21754.000000,21886.750000,22689,100,0
2025-06-20 04:00:00,21887.000000,21920.000000,21846.750000,21907.750000,16698,100,0
2025-06-20 08:00:00,21907.750000,21948.500000,21859.000000,21865.000000,22512,100,0
2025-06-20 12:00:00,21865.250000,22038.750000,21863.250000,22029.000000,28344,25,0
2025-06-20 16:00:00,22029.000000,22129.750000,21775.250000,21883.250000,86396,75,0
2025-06-20 20:00:00,21883.250000,21910.250000,21764.500000,21873.250000,57184,100,0
2025-06-23 00:00:00,21639.500000,21783.100000,21596.500000,21730.750000,40974,95,0
2025-06-23 04:00:00,21730.750000,21772.750000,21711.500000,21764.250000,25407,90,0
2025-06-23 08:00:00,21764.000000,21943.550000,21763.250000,21906.500000,42350,90,0
2025-06-23 12:00:00,21906.600000,21933.600000,21775.250000,21882.550000,46810,50,0
2025-06-23 16:00:00,21882.550000,22017.250000,21738.250000,21840.000000,115786,20,0
2025-06-23 20:00:00,21840.000000,22092.000000,21821.300000,22071.600000,84270,75,0
2025-06-24 00:00:00,22071.600000,22254.700000,22065.900000,22227.000000,34752,75,0
2025-06-24 04:00:00,22227.000000,22270.500000,22213.850000,22242.750000,27280,90,0
2025-06-24 08:00:00,22242.750000,22381.750000,22241.250000,22303.500000,50046,70,0
2025-06-24 12:00:00,22303.500000,22351.250000,22251.300000,22285.250000,41844,90,0
2025-06-24 16:00:00,22285.300000,22417.000000,22259.750000,22399.500000,84906,0,0
2025-06-24 20:00:00,22399.250000,22447.050000,22379.550000,22407.250000,56155,90,0
2025-06-25 00:00:00,22403.750000,22433.250000,22385.800000,22424.500000,16827,90,0
2025-06-25 04:00:00,22424.350000,22426.000000,22392.750000,22424.800000,16126,90,0
2025-06-25 08:00:00,22424.750000,22436.000000,22405.500000,22433.850000,24489,90,0
2025-06-25 12:00:00,22434.250000,22508.850000,22413.750000,22507.750000,29570,90,0
2025-06-25 16:00:00,22507.500000,22547.750000,22410.250000,22442.000000,94912,90,0
2025-06-25 20:00:00,22442.000000,22479.550000,22388.500000,22472.000000,67890,90,0
2025-06-26 00:00:00,22457.540000,22487.000000,22437.750000,22475.550000,17477,90,0
2025-06-26 04:00:00,22475.600000,22505.500000,22461.000000,22504.500000,17769,90,0
2025-06-26 08:00:00,22504.500000,22576.250000,22493.500000,22561.100000,27533,90,0
2025-06-26 12:00:00,22561.100000,22584.250000,22520.000000,22554.250000,31163,90,0
2025-06-26 16:00:00,22553.000000,22631.600000,22476.050000,22606.800000,89815,90,0
2025-06-26 20:00:00,22606.750000,22692.100000,22597.250000,22672.000000,58838,90,0
