ts_iso,symbol,tf,side,confidence,ema_fast,ema_slow,rsi,placed,vol,reason
2025-11-10T19:55:34Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:34Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:39Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:39Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:39Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:39Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:39Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:39Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:44Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:44Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:44Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:44Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:44Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:44Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:49Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:49Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:49Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:49Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:49Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:49Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:54Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:54Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:54Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:54Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:54Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:54Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:59Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:59Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:59Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:59Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:59Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:55:59Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:04Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:04Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:04Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:04Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:04Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:04Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:09Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:09Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:09Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:09Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:09Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:09Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:14Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:14Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:14Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:14Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:14Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:14Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:19Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:19Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:19Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:19Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:19Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:19Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:24Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:24Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:24Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:24Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:24Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:24Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:29Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:29Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:29Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:29Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:29Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:29Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:34Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:34Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:34Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:34Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:34Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:34Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:39Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:39Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:39Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:39Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:39Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:39Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:44Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:44Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:44Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:44Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:44Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:44Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:49Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:49Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:49Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:49Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:49Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:49Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:54Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:54Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:54Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:54Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:54Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:54Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:59Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:59Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:59Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:59Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:59Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:56:59Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:04Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:04Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:04Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:04Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:04Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:04Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:09Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:09Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:09Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:09Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:09Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:09Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:14Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:14Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:14Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:14Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:14Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:14Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:19Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:19Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:19Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:19Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:19Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:19Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:24Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:24Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:24Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:24Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:24Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:24Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:29Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:29Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:29Z,US100Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:29Z,US500Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:29Z,USOILZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:29Z,BTCX25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:34Z,XAUZ25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
2025-11-10T19:57:34Z,US30Z25.sim,M1,FLAT,0.0,0,0,0,0,0,AI/EVAL
