ts,symbol,tf,price,ema,rsi,signal,dry_run
1762830828,BTCX25.sim,H4,107195.000000,106042.471667,60.23,+1.0,0
1762830833,XAUZ25.sim,H4,4148.220000,4038.995112,76.23,+1.0,0
1762830833,US30Z25.sim,H4,47481.550000,47316.473841,58.17,+0.0,0
1762830833,US100Z25.sim,H1,25727.540000,25513.216674,68.20,+1.0,0
1762830833,US500Z25.sim,H4,6859.080000,6820.114493,59.61,+0.0,0
1762830833,USOILZ25.sim,H4,59.940000,60.108766,48.48,+0.0,0
1762830833,BTCX25.sim,H4,107195.000000,106042.471667,60.23,+1.0,0
1762999166.6956275,XAUZ25.sim,M30,4198.14,44.986449864498965,4168.254640095981,,0,rule
1762999166.6956275,XAUZ25.sim,H1,4198.14,74.29941555522258,4144.531840461198,,1,rule
1762999166.6956275,US30Z25.sim,M30,48434.2,49.691870111400135,48206.678595566635,0.6491480469703674,1,xgb
1762999166.6956275,US30Z25.sim,H1,48437.55,68.06216965827592,47982.23746610432,0.3586251735687256,-1,xgb
1762999166.6956275,US100Z25.sim,M30,25687.69,61.361129182812995,25649.93984541852,0.5703632235527039,1,xgb
1762999166.6956275,US100Z25.sim,H1,25687.69,43.179072399628616,25632.769629036447,0.45916301012039185,0,xgb
1762999166.6956275,US500Z25.sim,M30,6883.43,53.48130130738827,6874.041795245133,0.4042130708694458,-1,xgb
1762999166.6956275,US500Z25.sim,H1,6883.43,46.19656169176943,6862.367931426233,0.5960207581520081,1,xgb
1762999166.6956275,USOILZ25.sim,M30,58.279,37.97250859106535,59.334832637248226,0.3416748046875,-1,xgb
1762999166.6956275,USOILZ25.sim,H1,58.279,10.950134770889392,59.727543167208886,0.40356186032295227,-1,xgb
1762999166.6956275,BTCX25.sim,M30,102190.0,54.6583850931677,103062.00084739027,0.3735484182834625,-1,xgb
1762999166.6956275,BTCX25.sim,H1,102190.0,24.936494496189667,103625.56833403828,0.8377215266227722,1,xgb
1762999172.4353652,XAUZ25.sim,M30,4197.9,44.806960304513126,4168.245228331275,,0,rule
1762999172.4353652,XAUZ25.sim,H1,4197.9,74.16604338070273,4144.522428696492,,1,rule
1762999172.4353652,US30Z25.sim,M30,48437.05,50.02942907592701,48206.79036027252,0.6251682043075562,1,xgb
1762999172.4353652,US30Z25.sim,H1,48437.05,68.04544740562305,47982.21785826119,0.3121187686920166,-1,xgb
1762999172.4353652,US100Z25.sim,M30,25686.74,61.25701968347606,25649.90259051656,0.5584068894386292,1,xgb
1762999172.4353652,US100Z25.sim,H1,25686.74,43.11034149074351,25632.732374134488,0.45916301012039185,0,xgb
1762999172.4353652,US500Z25.sim,M30,6883.28,53.37498095383171,6874.035912892192,0.40753400325775146,-1,xgb
1762999172.4353652,US500Z25.sim,H1,6883.28,46.13510014469561,6862.362049073292,0.5960207581520081,1,xgb
1762999172.4353652,USOILZ25.sim,M30,58.28,38.025751072961306,59.334871852934505,0.3416748046875,-1,xgb
1762999172.4353652,USOILZ25.sim,H1,58.28,10.9801279892218,59.727582382895164,0.40356186032295227,-1,xgb
1762999172.4353652,BTCX25.sim,M30,102202.5,54.85865724381625,103062.4910434687,0.36619138717651367,-1,xgb
1762999172.4353652,BTCX25.sim,H1,102202.5,25.09505703422053,103626.05853011672,0.8288252949714661,1,xgb
1762999177.6074684,XAUZ25.sim,M30,4197.3,44.353070175438816,4168.22169891951,,0,rule
1762999177.6074684,XAUZ25.sim,H1,4197.3,73.83469843633654,4144.4988992847275,,1,rule
1762999177.6074684,US30Z25.sim,M30,48437.4,50.070571630204476,48206.80408576271,0.6251682043075562,1,xgb
1762999177.6074684,US30Z25.sim,H1,48437.4,68.05715482047492,47982.23158375138,0.3586251735687256,-1,xgb
1762999177.6074684,US100Z25.sim,M30,25686.69,61.251524692933586,25649.90062973225,0.5584068894386292,1,xgb
1762999177.6074684,US100Z25.sim,H1,25686.69,43.10671946824897,25632.730413350175,0.45916301012039185,0,xgb
1762999177.6074684,US500Z25.sim,M30,6883.4,53.46007604562692,6874.040618774545,0.4042130708694458,-1,xgb
1762999177.6074684,US500Z25.sim,H1,6883.4,46.184280605645405,6862.366754955645,0.5960207581520081,1,xgb
1762999177.6074684,USOILZ25.sim,M30,58.28,38.025751072961306,59.334871852934505,0.3416748046875,-1,xgb
1762999177.6074684,USOILZ25.sim,H1,58.28,10.9801279892218,59.727582382895164,0.40356186032295227,-1,xgb
1762999177.6074684,BTCX25.sim,M30,102217.5,55.09666080843585,103063.07927876282,0.38560983538627625,-1,xgb
1762999177.6074684,BTCX25.sim,H1,102217.5,25.284450063211125,103626.64676541083,0.807406485080719,1,xgb
1762999182.755423,XAUZ25.sim,M30,4196.82,43.98454746136852,4168.202875390099,,0,rule
1762999182.755423,XAUZ25.sim,H1,4196.82,73.57174654993294,4144.480075755316,,1,rule
1762999182.755423,US30Z25.sim,M30,48438.25,50.170207770864764,48206.837419096046,0.618916392326355,1,xgb
1762999182.755423,US30Z25.sim,H1,48438.25,68.08555143021454,47982.264917084714,0.3586251735687256,-1,xgb
1762999182.755423,US100Z25.sim,M30,25686.94,61.27898406939134,25649.91043365382,0.5584068894386292,1,xgb
1762999182.755423,US100Z25.sim,H1,25686.94,43.124824970085754,25632.740217271745,0.45916301012039185,0,xgb
1762999182.755423,US500Z25.sim,M30,6883.45,53.49544072948295,6874.042579558858,0.4042130708694458,-1,xgb
1762999182.755423,US500Z25.sim,H1,6883.45,46.20474596896855,6862.368715739958,0.5960207581520081,1,xgb
1762999182.755423,USOILZ25.sim,M30,58.28,38.025751072961306,59.334871852934505,0.3416748046875,-1,xgb
1762999182.755423,USOILZ25.sim,H1,58.28,10.9801279892218,59.727582382895164,0.40356186032295227,-1,xgb
1762999182.755423,BTCX25.sim,M30,102217.5,55.09666080843585,103063.07927876282,0.38560983538627625,-1,xgb
1762999182.755423,BTCX25.sim,H1,102217.5,25.284450063211125,103626.64676541083,0.807406485080719,1,xgb
1762999400.0220656,XAUZ25.sim,M30,4198.44,39.33054393305392,4169.384824936043,,0,rule
1762999400.0220656,XAUZ25.sim,H1,4198.44,75.00371747211852,4146.5923801217,,1,rule
1762999400.0220656,US30Z25.sim,M30,48432.6,52.687515269973005,48215.764525057246,0.6288291215896606,1,xgb
1762999400.0220656,US30Z25.sim,H1,48432.6,68.64486963835117,47999.998361797494,0.3614780902862549,-1,xgb
1762999400.0220656,US100Z25.sim,M30,25686.84,60.96591863002955,25651.464170806932,0.49167484045028687,0,xgb
1762999400.0220656,US100Z25.sim,H1,25686.96,46.7239351079254,25634.971951210722,0.34510868787765503,-1,xgb
1762999400.0220656,US500Z25.sim,M30,6882.93,54.27356915135894,6874.41184257465,0.31594547629356384,-1,xgb
1762999400.0220656,US500Z25.sim,H1,6882.58,49.05177242538215,6863.182021358783,0.5570447444915771,1,xgb
1762999400.0220656,USOILZ25.sim,M30,58.294,41.69708029197052,59.294127520593584,0.5007410049438477,0,xgb
1762999400.0220656,USOILZ25.sim,H1,58.294,12.620638455827446,59.67143755786757,0.4827510118484497,0,xgb
1762999400.0220656,BTCX25.sim,M30,102215.0,58.4500466853408,103029.06895371982,0.5027170777320862,0,xgb
1762999400.0220656,BTCX25.sim,H1,102215.0,23.046875,103570.53733422165,0.8451924920082092,1,xgb
1762999405.6668823,XAUZ25.sim,M30,4198.1,39.02072694502875,4169.371491602709,,0,rule
1762999405.6668823,XAUZ25.sim,H1,4198.1,74.94036970781129,4146.579046788367,,1,rule
1762999405.6668823,US30Z25.sim,M30,48431.6,52.55910309529602,48215.72530937097,0.637299120426178,1,xgb
1762999405.6668823,US30Z25.sim,H1,48431.6,68.57277882797693,47999.95914611122,0.3889762759208679,-1,xgb
1762999405.6668823,US100Z25.sim,M30,25684.19,60.51717912396155,25651.360249238307,0.47918012738227844,0,xgb
1762999405.6668823,US100Z25.sim,H1,25684.19,46.54756551244828,25634.863323759742,0.36236971616744995,-1,xgb
1762999405.6668823,US500Z25.sim,M30,6882.75,54.125662376987094,6874.404783751121,0.31594547629356384,-1,xgb
1762999405.6668823,US500Z25.sim,H1,6882.75,49.11858974358983,6863.188688025449,0.5570447444915771,1,xgb
1762999405.6668823,USOILZ25.sim,M30,58.294,41.69708029197052,59.294127520593584,0.5007410049438477,0,xgb
1762999405.6668823,USOILZ25.sim,H1,58.294,12.620638455827446,59.67143755786757,0.4827510118484497,0,xgb
1762999405.6668823,BTCX25.sim,M30,102180.0,57.796451914098974,103027.69640470021,0.46226024627685547,0,xgb
1762999405.6668823,BTCX25.sim,H1,102180.0,22.743055555555557,103569.16478520204,0.8418135643005371,1,xgb
1762999410.8605354,XAUZ25.sim,M30,4198.3,39.20335429769397,4169.379334739964,,0,rule
1762999410.8605354,XAUZ25.sim,H1,4198.3,74.97767192616818,4146.586889925622,,1,rule
1762999410.8605354,US30Z25.sim,M30,48432.4,52.66178266178292,48215.75668191999,0.620288610458374,1,xgb
1762999410.8605354,US30Z25.sim,H1,48432.4,68.63043935253293,47999.99051866024,0.3781513273715973,-1,xgb
1762999410.8605354,US100Z25.sim,M30,25685.26,60.697570759972855,25651.40221002262,0.47918012738227844,0,xgb
1762999410.8605354,US100Z25.sim,H1,25685.26,46.61553578252075,25634.905284544056,0.34510868787765503,-1,xgb
1762999410.8605354,US500Z25.sim,M30,6882.88,54.23240291262142,6874.409881790337,0.31594547629356384,-1,xgb
1762999410.8605354,US500Z25.sim,H1,6882.88,49.16980829389601,6863.193786064665,0.5570447444915771,1,xgb
1762999410.8605354,USOILZ25.sim,M30,58.294,41.69708029197052,59.294127520593584,0.5007410049438477,0,xgb
1762999410.8605354,USOILZ25.sim,H1,58.294,12.620638455827446,59.67143755786757,0.4827510118484497,0,xgb
1762999410.8605354,BTCX25.sim,M30,102180.0,57.796451914098974,103027.69640470021,0.46226024627685547,0,xgb
1762999410.8605354,BTCX25.sim,H1,102180.0,22.743055555555557,103569.16478520204,0.8418135643005371,1,xgb
1762999416.030524,XAUZ25.sim,M30,4198.18,39.093909390939245,4169.374628857611,,0,rule
1762999416.030524,XAUZ25.sim,H1,4198.18,74.95530393325357,4146.582184043269,,1,rule
1762999416.030524,US30Z25.sim,M30,48435.4,53.05043050430528,48215.87432897882,0.6026488542556763,1,xgb
1762999416.030524,US30Z25.sim,H1,48435.4,68.84753268662993,48000.108165719066,0.3687456548213959,-1,xgb
1762999416.030524,US100Z25.sim,M30,25686.69,60.94034067071259,25651.458288453992,0.49167484045028687,0,xgb
1762999416.030524,US100Z25.sim,H1,25686.69,46.706685080606455,25634.961362975428,0.34510868787765503,-1,xgb
1762999416.030524,US500Z25.sim,M30,6883.38,54.646896973402704,6874.429489633474,0.3100745379924774,-1,xgb
1762999416.030524,US500Z25.sim,H1,6883.38,49.3678022066523,6863.213393907802,0.5528450608253479,1,xgb
1762999416.030524,USOILZ25.sim,M30,58.299,41.96185286103528,59.294323599024956,0.5030897259712219,0,xgb
1762999416.030524,USOILZ25.sim,H1,58.299,12.782512041496616,59.67163363629894,0.4827510118484497,0,xgb
1762999416.030524,BTCX25.sim,M30,102200.0,58.21596244131455,103028.48071842571,0.5073289275169373,0,xgb
1762999416.030524,BTCX25.sim,H1,102200.0,22.84595300261097,103569.94909892752,0.8451924920082092,1,xgb
1762999421.1895316,XAUZ25.sim,M30,4198.46,39.3486704511502,4169.385609249768,,0,rule
1762999421.1895316,XAUZ25.sim,H1,4198.46,75.00743383883403,4146.593164435426,,1,rule
1762999421.1895316,US30Z25.sim,M30,48435.05,53.004792921224485,48215.86060348862,0.6026488542556763,1,xgb
1762999421.1895316,US30Z25.sim,H1,48435.05,68.82213438735171,48000.094440228866,0.3687456548213959,-1,xgb
1762999421.1895316,US100Z25.sim,M30,25686.69,60.94034067071259,25651.458288453992,0.49167484045028687,0,xgb
1762999421.1895316,US100Z25.sim,H1,25686.69,46.706685080606455,25634.961362975428,0.34510868787765503,-1,xgb
1762999421.1895316,US500Z25.sim,M30,6883.35,54.62184873949608,6874.428313162885,0.3100745379924774,-1,xgb
1762999421.1895316,US500Z25.sim,H1,6883.35,49.35587761674741,6863.212217437213,0.5576261281967163,1,xgb
1762999421.1895316,USOILZ25.sim,M30,58.304,42.22423146473779,59.29451967745633,0.4836134910583496,0,xgb
1762999421.1895316,USOILZ25.sim,H1,58.304,12.943786982248369,59.671829714730315,0.469251811504364,0,xgb
1762999421.1895316,BTCX25.sim,M30,102200.0,58.21596244131455,103028.48071842571,0.5073289275169373,0,xgb
1762999421.1895316,BTCX25.sim,H1,102200.0,22.84595300261097,103569.94909892752,0.8451924920082092,1,xgb
1762999512.0422728,XAUZ25.sim,M30,4196.46,37.58020164986252,4169.307177877219,,0,rule
1762999512.0422728,XAUZ25.sim,H1,4196.46,74.53397474443734,4146.514733062877,,1,rule
1762999512.0422728,US30Z25.sim,M30,48436.2,53.155040670445814,48215.90570152784,0.6053563952445984,1,xgb
1762999512.0422728,US30Z25.sim,H1,48436.4,68.92020265991117,48000.14738140534,0.29796648025512695,-1,xgb
1762999512.0422728,US100Z25.sim,M30,25682.74,60.274427354210616,25651.303386493208,0.5001270174980164,0,xgb
1762999512.0422728,US100Z25.sim,H1,25682.74,46.455771950821536,25634.806461014643,0.36236971616744995,-1,xgb
1762999512.0422728,US500Z25.sim,M30,6882.5,53.921568627450945,6874.3949798295525,0.3115277886390686,-1,xgb
1762999512.0422728,US500Z25.sim,H1,6882.48,49.01255297033652,6863.178099790155,0.5570447444915771,1,xgb
1762999512.0422728,USOILZ25.sim,M30,58.306,42.328519855595424,59.29459810882888,0.49714088439941406,0,xgb
1762999512.0422728,USOILZ25.sim,H1,58.306,13.008130081300507,59.671908146102865,0.4582075774669647,0,xgb
1762999512.0422728,BTCX25.sim,M30,102337.5,60.26785714285714,103033.87287528845,0.49386778473854065,0,xgb
1762999512.0422728,BTCX25.sim,H1,102337.5,24.649383765405858,103575.34125579028,0.8120498657226562,1,xgb
1762999517.615411,XAUZ25.sim,M30,4196.66,37.69537235672684,4169.315021014474,,0,rule
1762999517.615411,XAUZ25.sim,H1,4196.66,74.64619090635298,4146.522576200132,,1,rule
1762999517.615411,US30Z25.sim,M30,48435.55,53.07001353513025,48215.88021133176,0.6026488542556763,1,xgb
1762999517.615411,US30Z25.sim,H1,48435.55,68.85842341154752,48000.114048072006,0.3687456548213959,-1,xgb
1762999517.615411,US100Z25.sim,M30,25682.86,60.294443214522886,25651.308092375562,0.5001270174980164,0,xgb
1762999517.615411,US100Z25.sim,H1,25682.86,46.46335491593668,25634.811166896998,0.36236971616744995,-1,xgb
1762999517.615411,US500Z25.sim,M30,6882.43,53.864697905680465,6874.392234731513,0.2952817678451538,-1,xgb
1762999517.615411,US500Z25.sim,H1,6882.43,48.99296675191835,6863.176139005841,0.5525457262992859,1,xgb
1762999517.615411,USOILZ25.sim,M30,58.312,42.63913824057428,59.29483340294652,0.49714088439941406,0,xgb
1762999517.615411,USOILZ25.sim,H1,58.312,13.200589970501198,59.67214344022051,0.4715820550918579,0,xgb
1762999517.615411,BTCX25.sim,M30,102342.5,60.338680926916226,103034.06895371982,0.49386778473854065,0,xgb
1762999517.615411,BTCX25.sim,H1,102342.5,24.71337579617834,103575.53733422165,0.8020789623260498,1,xgb
1762999522.7851748,XAUZ25.sim,M30,4197.1,38.09088136627044,4169.332275916435,,0,rule
1762999522.7851748,XAUZ25.sim,H1,4197.1,74.75217783118025,4146.539831102093,,1,rule
1762999522.7851748,US30Z25.sim,M30,48435.7,53.0896110290494,48215.8860936847,0.6026488542556763,1,xgb
1762999522.7851748,US30Z25.sim,H1,48435.7,68.869317582533,48000.119930424946,0.3687456548213959,-1,xgb
1762999522.7851748,US100Z25.sim,M30,25681.99,60.149628688954685,25651.2739747285,0.49097153544425964,0,xgb
1762999522.7851748,US100Z25.sim,H1,25682.09,46.414740532387576,25634.780970818563,0.34821799397468567,-1,xgb
1762999522.7851748,US500Z25.sim,M30,6882.35,53.79984951091071,6874.389097476611,0.2952817678451538,-1,xgb
1762999522.7851748,US500Z25.sim,H1,6882.35,48.961661341853265,6863.173001750939,0.5604391098022461,1,xgb
1762999522.7851748,USOILZ25.sim,M30,58.314,42.74193548387087,59.29491183431907,0.5117388963699341,0,xgb
1762999522.7851748,USOILZ25.sim,H1,58.314,13.26455416359596,59.67222187159306,0.4664172828197479,0,xgb
1762999522.7851748,BTCX25.sim,M30,102332.5,60.196779964221825,103033.67679685708,0.49386778473854065,0,xgb
1762999522.7851748,BTCX25.sim,H1,102332.5,24.58528285835814,103575.1451773589,0.8120498657226562,1,xgb
1762999528.0316703,XAUZ25.sim,M30,4197.06,38.05309734513302,4169.330707288984,,0,rule
1762999528.0316703,XAUZ25.sim,H1,4197.06,74.74459134615357,4146.538262474642,,1,rule
1762999528.0316703,US30Z25.sim,M30,48437.4,53.31273176761457,48215.95276035136,0.6268773674964905,1,xgb
1762999528.0316703,US30Z25.sim,H1,48437.4,68.99302620456449,48000.18659709161,0.30952903628349304,-1,xgb
1762999528.0316703,US100Z25.sim,M30,25682.69,60.26609133405216,25651.301425708894,0.5001270174980164,0,xgb
1762999528.0316703,US100Z25.sim,H1,25682.69,46.45261311248001,25634.80450023033,0.36236971616744995,-1,xgb
1762999528.0316703,US500Z25.sim,M30,6882.48,53.905307599517094,6874.394195515827,0.3115277886390686,-1,xgb
1762999528.0316703,US500Z25.sim,H1,6882.48,49.01255297033652,6863.178099790155,0.5570447444915771,1,xgb
1762999528.0316703,USOILZ25.sim,M30,58.31,42.53597122302159,59.29475497157398,0.49714088439941406,0,xgb
1762999528.0316703,USOILZ25.sim,H1,58.31,13.13653136531353,59.672065008847966,0.4582075774669647,0,xgb
1762999528.0316703,BTCX25.sim,M30,102360.0,60.58458813108946,103034.75522822962,0.4218892455101013,-1,xgb
1762999528.0316703,BTCX25.sim,H1,102360.0,24.936494496189667,103576.22360873145,0.7782090306282043,1,xgb
1762999533.1972516,XAUZ25.sim,M30,4196.96,37.95843520782389,4169.326785720356,,0,rule
1762999533.1972516,XAUZ25.sim,H1,4196.96,74.72560517215422,4146.534340906014,,1,rule
1762999533.1972516,US30Z25.sim,M30,48438.0,53.39192869522163,48215.97628976313,0.6268773674964905,1,xgb
1762999533.1972516,US30Z25.sim,H1,48438.0,69.03679424825516,48000.21012650338,0.31605279445648193,-1,xgb
1762999533.1972516,US100Z25.sim,M30,25685.14,60.677286398573905,25651.397504140266,0.47918012738227844,0,xgb
1762999533.1972516,US100Z25.sim,H1,25685.14,46.60790306735066,25634.9005786617,0.34510868787765503,-1,xgb
1762999533.1972516,US500Z25.sim,M30,6882.83,54.19129907533718,6874.407921006023,0.31594547629356384,-1,xgb
1762999533.1972516,US500Z25.sim,H1,6882.83,49.15009621552282,6863.191825280351,0.5570447444915771,1,xgb
1762999533.1972516,USOILZ25.sim,M30,58.321,43.09884238646463,59.295186344122996,0.5062650442123413,0,xgb
1762999533.1972516,USOILZ25.sim,H1,58.321,13.487688349871092,59.67249638139698,0.4664172828197479,0,xgb
1762999533.1972516,BTCX25.sim,M30,102332.5,60.196779964221825,103033.67679685708,0.49386778473854065,0,xgb
1762999533.1972516,BTCX25.sim,H1,102332.5,24.58528285835814,103575.1451773589,0.8120498657226562,1,xgb
1762999538.3757105,XAUZ25.sim,M30,4196.92,37.92048929663605,4169.325217092905,,0,rule
1762999538.3757105,XAUZ25.sim,H1,4196.92,74.71800270717367,4146.532772278563,,1,rule
1762999538.3757105,US30Z25.sim,M30,48438.6,53.471361269526255,48215.9998191749,0.6183698773384094,1,xgb
1762999538.3757105,US30Z25.sim,H1,48438.6,69.08061785865387,48000.233655915144,0.32505351305007935,-1,xgb
1762999538.3757105,US100Z25.sim,M30,25684.71,60.60471196906874,25651.380641395168,0.47918012738227844,0,xgb
1762999538.3757105,US100Z25.sim,H1,25684.71,46.58057301823232,25634.883715916603,0.34510868787765503,-1,xgb
1762999538.3757105,US500Z25.sim,M30,6882.75,54.125662376987094,6874.404783751121,0.31594547629356384,-1,xgb
1762999538.3757105,US500Z25.sim,H1,6882.75,49.11858974358983,6863.188688025449,0.5570447444915771,1,xgb
1762999538.3757105,USOILZ25.sim,M30,58.322,43.14946619217086,59.295225559809275,0.4717622697353363,0,xgb
1762999538.3757105,USOILZ25.sim,H1,58.322,13.519470977222511,59.67253559708326,0.4664172828197479,0,xgb
1762999538.3757105,BTCX25.sim,M30,102352.5,60.47957371225577,103034.46111058256,0.4100537896156311,-1,xgb
1762999538.3757105,BTCX25.sim,H1,102352.5,24.841034336583306,103575.92949108439,0.787294328212738,1,xgb
1762999543.5228333,XAUZ25.sim,M30,4196.54,37.626185377791344,4169.310315132121,,0,rule
1762999543.5228333,XAUZ25.sim,H1,4196.54,74.5788206979538,4146.517870317779,,1,rule
1762999543.5228333,US30Z25.sim,M30,48439.4,53.57763975155303,48216.031191723916,0.627853512763977,1,xgb
1762999543.5228333,US30Z25.sim,H1,48439.4,69.13913595933909,48000.265028464164,0.31482475996017456,-1,xgb
1762999543.5228333,US100Z25.sim,M30,25686.09,60.83824309608232,25651.434759042226,0.47295328974723816,0,xgb
1762999543.5228333,US100Z25.sim,H1,25685.79,46.64927686655836,25634.92606885778,0.34510868787765503,-1,xgb
1762999543.5228333,US500Z25.sim,M30,6883.0,54.33130699088143,6874.41458767269,0.31594547629356384,-1,xgb
1762999543.5228333,US500Z25.sim,H1,6883.0,49.21718185467692,6863.198491947018,0.5466829538345337,0,xgb
1762999543.5228333,USOILZ25.sim,M30,58.32,43.0481283422459,59.295147128436724,0.5117388963699341,0,xgb
1762999543.5228333,USOILZ25.sim,H1,58.32,13.455882352940975,59.67245716571071,0.4664172828197479,0,xgb
1762999543.5228333,BTCX25.sim,M30,102347.5,60.40925266903915,103034.26503215119,0.49386778473854065,0,xgb
1762999543.5228333,BTCX25.sim,H1,102347.5,24.777259227832005,103575.73341265302,0.787294328212738,1,xgb
1762999548.7052612,XAUZ25.sim,M30,4195.36,36.95913461538443,4169.264040622317,,0,rule
1762999548.7052612,XAUZ25.sim,H1,4195.36,73.92276725808796,4146.471595807974,,1,rule
1762999548.7052612,US30Z25.sim,M30,48440.7,53.7419194430628,48216.08217211607,0.627853512763977,1,xgb
1762999548.7052612,US30Z25.sim,H1,48440.7,69.21406630653483,48000.316008856316,0.31482475996017456,-1,xgb
1762999548.7052612,US100Z25.sim,M30,25687.01,60.99493295260449,25651.4708374736,0.4856058657169342,0,xgb
1762999548.7052612,US100Z25.sim,H1,25687.01,46.72713095580076,25634.973911995035,0.34510868787765503,-1,xgb
1762999548.7052612,US500Z25.sim,M30,6883.28,54.56349206349182,6874.425568064847,0.30937516689300537,-1,xgb
1762999548.7052612,US500Z25.sim,H1,6883.25,49.31617055510869,6863.208295868586,0.5576261281967163,1,xgb
1762999548.7052612,USOILZ25.sim,M30,58.318,42.94642857142837,59.295068697064174,0.5117388963699341,0,xgb
1762999548.7052612,USOILZ25.sim,H1,58.318,13.392200147166761,59.67237873433816,0.4664172828197479,0,xgb
1762999548.7052612,BTCX25.sim,M30,102352.5,60.47957371225577,103034.46111058256,0.4100537896156311,-1,xgb
1762999548.7052612,BTCX25.sim,H1,102352.5,24.841034336583306,103575.92949108439,0.787294328212738,1,xgb
1762999553.8846235,XAUZ25.sim,M30,4195.42,36.99248120300755,4169.266393563494,,0,rule
1762999553.8846235,XAUZ25.sim,H1,4195.42,73.95584725536953,4146.4739487491515,,1,rule
1762999553.8846235,US30Z25.sim,M30,48441.2,53.79935435808258,48216.10177995921,0.627853512763977,1,xgb
1762999553.8846235,US30Z25.sim,H1,48441.2,69.23036205801347,48000.335616699456,0.31482475996017456,-1,xgb
1762999553.8846235,US100Z25.sim,M30,25686.61,60.92670786611109,25651.45515119909,0.4781959056854248,0,xgb
1762999553.8846235,US100Z25.sim,H1,25686.61,46.70157640721348,25634.958225720526,0.34510868787765503,-1,xgb
1762999553.8846235,US500Z25.sim,M30,6883.28,54.56349206349182,6874.425568064847,0.30937516689300537,-1,xgb
1762999553.8846235,US500Z25.sim,H1,6883.28,49.32807596362756,6863.209472339175,0.5576261281967163,1,xgb
1762999553.8846235,USOILZ25.sim,M30,58.318,42.94642857142837,59.295068697064174,0.5117388963699341,0,xgb
1762999553.8846235,USOILZ25.sim,H1,58.318,13.392200147166761,59.67237873433816,0.4664172828197479,0,xgb
1762999553.8846235,BTCX25.sim,M30,102347.5,60.40925266903915,103034.26503215119,0.49386778473854065,0,xgb
1762999553.8846235,BTCX25.sim,H1,102347.5,24.777259227832005,103575.73341265302,0.787294328212738,1,xgb
1762999559.0762496,XAUZ25.sim,M30,4196.04,37.34061930783239,4169.290707288984,,0,rule
1762999559.0762496,XAUZ25.sim,H1,4196.04,74.29941555522208,4146.498262474642,,1,rule
1762999559.0762496,US30Z25.sim,M30,48440.9,53.76491053677947,48216.09001525333,0.627853512763977,1,xgb
1762999559.0762496,US30Z25.sim,H1,48440.9,69.22058667796216,48000.32385199358,0.31482475996017456,-1,xgb
1762999559.0762496,US100Z25.sim,M30,25687.36,61.054755366250035,25651.484562963797,0.4856058657169342,0,xgb
1762999559.0762496,US100Z25.sim,H1,25687.36,46.749514137902736,25634.987637485232,0.34510868787765503,-1,xgb
1762999559.0762496,US500Z25.sim,M30,6883.4,54.66360856269081,6874.4302739472,0.3100745379924774,-1,xgb
1762999559.0762496,US500Z25.sim,H1,6883.35,49.35587761674741,6863.212217437213,0.5576261281967163,1,xgb
1762999559.0762496,USOILZ25.sim,M30,58.317,42.895442359249245,59.295029481377895,0.5117388963699341,0,xgb
1762999559.0762496,USOILZ25.sim,H1,58.317,13.360323886639478,59.67233951865188,0.4664172828197479,0,xgb
1762999559.0762496,BTCX25.sim,M30,102342.5,60.338680926916226,103034.06895371982,0.49386778473854065,0,xgb
1762999559.0762496,BTCX25.sim,H1,102342.5,24.71337579617834,103575.53733422165,0.8020789623260498,1,xgb
1762999564.2706509,XAUZ25.sim,M30,4195.54,37.059355227478136,4169.271099445847,,0,rule
1762999564.2706509,XAUZ25.sim,H1,4195.54,74.02209614810346,4146.4786546315045,,1,rule
1762999564.2706509,US30Z25.sim,M30,48438.05,53.39853906153317,48215.97825054744,0.6268773674964905,1,xgb
1762999564.2706509,US30Z25.sim,H1,48438.05,69.04044409199042,48000.21208728769,0.31605279445648193,-1,xgb
1762999564.2706509,US100Z25.sim,M30,25685.94,60.812772133526494,25651.428876689286,0.47295328974723816,0,xgb
1762999564.2706509,US100Z25.sim,H1,25685.94,46.65883509998897,25634.93195121072,0.34510868787765503,-1,xgb
1762999564.2706509,US500Z25.sim,M30,6882.98,54.31479793375835,6874.413803358964,0.31594547629356384,-1,xgb
1762999564.2706509,US500Z25.sim,H1,6882.98,49.209279922934805,6863.197707633292,0.5466829538345337,0,xgb
1762999564.2706509,USOILZ25.sim,M30,58.309,42.48424842484225,59.2947157558877,0.49714088439941406,0,xgb
1762999564.2706509,USOILZ25.sim,H1,58.309,13.104466592838392,59.67202579316169,0.4582075774669647,0,xgb
1762999564.2706509,BTCX25.sim,M30,102342.5,60.338680926916226,103034.06895371982,0.49386778473854065,0,xgb
1762999564.2706509,BTCX25.sim,H1,102342.5,24.71337579617834,103575.53733422165,0.8020789623260498,1,xgb
1762999569.4483302,XAUZ25.sim,M30,4195.0,36.76031081888823,4169.249922975258,,0,rule
1762999569.4483302,XAUZ25.sim,H1,4195.0,73.7249070631966,4146.457478160915,,1,rule
1762999569.4483302,US30Z25.sim,M30,48437.3,53.29955511616455,48215.94883878274,0.6268773674964905,1,xgb
1762999569.4483302,US30Z25.sim,H1,48437.3,68.98573692551498,48000.182675522985,0.30952903628349304,-1,xgb
1762999569.4483302,US100Z25.sim,M30,25686.69,60.94034067071259,25651.458288453992,0.49167484045028687,0,xgb
