ts,symbol,tf,price,ema,rsi,signal,dry_run
1762829349,XAUZ25.sim,H4,4143.080000,4038.793544,75.61,+1.0,0
1762829349,US30Z25.sim,H4,47485.300000,47316.620900,58.29,+0.0,0
1762829349,US100Z25.sim,H1,25743.010000,25504.830349,70.44,+1.0,0
1762829349,US500Z25.sim,H4,6861.480000,6820.208611,60.12,+1.0,0
1762829349,USOILZ25.sim,H4,59.920000,60.107981,48.16,+0.0,0
1762829349,BTCX25.sim,H4,106882.500000,106030.216765,59.08,+0.0,0
1762829354,XAUZ25.sim,H4,4143.160000,4038.796681,75.62,+1.0,0
1762829354,US30Z25.sim,H4,47485.400000,47316.624821,58.30,+0.0,0
1762829354,US100Z25.sim,H1,25742.940000,25504.827604,70.43,+1.0,0
1762829354,US500Z25.sim,H4,6861.530000,6820.210572,60.12,+1.0,0
1762829354,USOILZ25.sim,H4,59.920000,60.107981,48.16,+0.0,0
1762829354,BTCX25.sim,H4,106857.500000,106029.236373,58.99,+0.0,0
1762829360,XAUZ25.sim,H4,4142.940000,4038.788053,75.60,+1.0,0
1762829360,US30Z25.sim,H4,47484.300000,47316.581684,58.26,+0.0,0
1762829360,US100Z25.sim,H1,25742.060000,25504.793094,70.38,+1.0,0
1762829360,US500Z25.sim,H4,6861.330000,6820.202729,60.09,+1.0,0
1762829360,USOILZ25.sim,H4,59.918000,60.107903,48.13,+0.0,0
1762829360,BTCX25.sim,H4,106847.500000,106028.844216,58.95,+0.0,0
1762829426,XAUZ25.sim,H4,4141.140000,4038.717465,75.14,+1.0,0
1762829426,US30Z25.sim,H4,47485.150000,47316.615017,58.29,+0.0,0
1762829426,US100Z25.sim,H1,25742.060000,25504.793094,70.38,+1.0,0
1762829426,US500Z25.sim,H4,6861.430000,6820.206650,60.11,+1.0,0
1762829426,USOILZ25.sim,H4,59.910000,60.107589,48.01,+0.0,0
1762829426,BTCX25.sim,H4,106965.000000,106033.452059,59.39,+0.0,0
1762829431,XAUZ25.sim,H4,4141.340000,4038.725308,75.22,+1.0,0
1762829431,US30Z25.sim,H4,47484.550000,47316.591488,58.27,+0.0,0
1762829431,US100Z25.sim,H1,25741.390000,25504.766820,70.31,+1.0,0
1762829431,US500Z25.sim,H4,6861.330000,6820.202729,60.09,+1.0,0
1762829431,USOILZ25.sim,H4,59.910000,60.107589,48.01,+0.0,0
1762829431,BTCX25.sim,H4,106927.500000,106031.981471,59.25,+0.0,0
1762829436,XAUZ25.sim,H4,4141.520000,4038.732367,75.29,+1.0,0
1762829436,US30Z25.sim,H4,47485.400000,47316.624821,58.30,+0.0,0
1762829436,US100Z25.sim,H1,25742.560000,25504.812702,70.41,+1.0,0
1762829436,US500Z25.sim,H4,6861.580000,6820.212533,60.13,+1.0,0
1762829436,USOILZ25.sim,H4,59.910000,60.107589,48.01,+0.0,0
1762829436,BTCX25.sim,H4,106922.500000,106031.785392,59.23,+0.0,0
1762829441,XAUZ25.sim,H4,4141.020000,4038.712759,75.10,+1.0,0
1762829441,US30Z25.sim,H4,47482.250000,47316.501292,58.19,+0.0,0
1762829441,US100Z25.sim,H1,25740.690000,25504.739369,70.20,+1.0,0
1762829441,US500Z25.sim,H4,6861.050000,6820.191748,60.05,+1.0,0
1762829441,USOILZ25.sim,H4,59.909000,60.107550,47.99,+0.0,0
1762829441,BTCX25.sim,H4,106907.500000,106031.197157,59.18,+0.0,0
1762829446,XAUZ25.sim,H4,4140.700000,4038.700210,74.98,+1.0,0
1762829446,US30Z25.sim,H4,47482.350000,47316.505213,58.19,+0.0,0
1762829446,US100Z25.sim,H1,25740.610000,25504.736232,70.19,+1.0,0
1762829446,US500Z25.sim,H4,6861.030000,6820.190964,60.04,+1.0,0
1762829446,USOILZ25.sim,H4,59.909000,60.107550,47.99,+0.0,0
1762829446,BTCX25.sim,H4,106910.000000,106031.295196,59.19,+0.0,0
1762829451,XAUZ25.sim,H4,4141.040000,4038.713544,75.11,+1.0,0
1762829451,US30Z25.sim,H4,47481.650000,47316.477762,58.17,+0.0,0
1762829451,US100Z25.sim,H1,25741.240000,25504.760938,70.28,+1.0,0
1762829451,US500Z25.sim,H4,6861.130000,6820.194885,60.06,+1.0,0
1762829451,USOILZ25.sim,H4,59.907000,60.107472,47.96,+0.0,0
1762829451,BTCX25.sim,H4,106912.500000,106031.393236,59.20,+0.0,0
1762829456,XAUZ25.sim,H4,4140.600000,4038.696289,74.94,+1.0,0
1762829456,US30Z25.sim,H4,47483.050000,47316.532664,58.22,+0.0,0
1762829456,US100Z25.sim,H1,25742.060000,25504.793094,70.38,+1.0,0
1762829456,US500Z25.sim,H4,6861.330000,6820.202729,60.09,+1.0,0
1762829456,USOILZ25.sim,H4,59.907000,60.107472,47.96,+0.0,0
1762829456,BTCX25.sim,H4,106917.500000,106031.589314,59.22,+0.0,0
1762829461,XAUZ25.sim,H4,4140.600000,4038.696289,74.94,+1.0,0
1762829461,US30Z25.sim,H4,47482.550000,47316.513056,58.20,+0.0,0
1762829461,US100Z25.sim,H1,25741.760000,25504.781330,70.36,+1.0,0
1762829461,US500Z25.sim,H4,6861.150000,6820.195670,60.06,+1.0,0
1762829461,USOILZ25.sim,H4,59.907000,60.107472,47.96,+0.0,0
1762829461,BTCX25.sim,H4,106912.500000,106031.393236,59.20,+0.0,0
1762829466,XAUZ25.sim,H4,4140.980000,4038.711191,75.08,+1.0,0
1762829466,US30Z25.sim,H4,47481.150000,47316.458154,58.15,+0.0,0
1762829466,US100Z25.sim,H1,25740.610000,25504.736232,70.19,+1.0,0
1762829466,US500Z25.sim,H4,6860.930000,6820.187042,60.03,+1.0,0
1762829466,USOILZ25.sim,H4,59.907000,60.107472,47.96,+0.0,0
1762829466,BTCX25.sim,H4,106910.000000,106031.295196,59.19,+0.0,0
1762829471,XAUZ25.sim,H4,4140.960000,4038.710406,75.08,+1.0,0
1762829471,US30Z25.sim,H4,47480.900000,47316.448350,58.15,+0.0,0
1762829471,US100Z25.sim,H1,25740.490000,25504.731526,70.17,+1.0,0
1762829471,US500Z25.sim,H4,6860.930000,6820.187042,60.03,+1.0,0
1762829471,USOILZ25.sim,H4,59.907000,60.107472,47.96,+0.0,0
1762829471,BTCX25.sim,H4,106922.500000,106031.785392,59.23,+0.0,0
1762829476,XAUZ25.sim,H4,4140.940000,4038.709622,75.07,+1.0,0
1762829476,US30Z25.sim,H4,47480.750000,47316.442468,58.14,+0.0,0
1762829476,US100Z25.sim,H1,25740.190000,25504.719761,70.13,+1.0,0
1762829476,US500Z25.sim,H4,6860.880000,6820.185082,60.02,+1.0,0
1762829476,USOILZ25.sim,H4,59.904000,60.107354,47.91,+0.0,0
1762829476,BTCX25.sim,H4,106865.000000,106029.530490,59.02,+0.0,0
1762829481,XAUZ25.sim,H4,4140.620000,4038.697073,74.95,+1.0,0
1762829481,US30Z25.sim,H4,47482.400000,47316.507174,58.20,+0.0,0
1762829481,US100Z25.sim,H1,25741.390000,25504.766820,70.31,+1.0,0
1762829481,US500Z25.sim,H4,6861.130000,6820.194885,60.06,+1.0,0
1762829481,USOILZ25.sim,H4,59.905000,60.107393,47.93,+0.0,0
1762829481,BTCX25.sim,H4,106852.500000,106029.040294,58.97,+0.0,0
1762829486,XAUZ25.sim,H4,4141.080000,4038.715112,75.12,+1.0,0
1762829486,US30Z25.sim,H4,47480.650000,47316.438547,58.14,+0.0,0
1762829486,US100Z25.sim,H1,25740.010000,25504.712702,70.10,+1.0,0
1762829486,US500Z25.sim,H4,6860.880000,6820.185082,60.02,+1.0,0
1762829486,USOILZ25.sim,H4,59.905000,60.107393,47.93,+0.0,0
1762829486,BTCX25.sim,H4,106867.500000,106029.628530,59.03,+0.0,0
1762829491,XAUZ25.sim,H4,4140.920000,4038.708838,75.06,+1.0,0
1762829491,US30Z25.sim,H4,47481.450000,47316.469919,58.16,+0.0,0
1762829491,US100Z25.sim,H1,25740.990000,25504.751134,70.25,+1.0,0
1762829491,US500Z25.sim,H4,6861.000000,6820.189787,60.04,+1.0,0
1762829491,USOILZ25.sim,H4,59.908000,60.107511,47.98,+0.0,0
1762829491,BTCX25.sim,H4,106872.500000,106029.824608,59.05,+0.0,0
1762829660,XAUZ25.sim,H4,4140.980000,4038.711191,75.08,+1.0,0
1762829660,US30Z25.sim,H4,47484.550000,47316.591488,58.27,+0.0,0
1762829660,US100Z25.sim,H1,25743.340000,25504.843291,70.46,+1.0,0
1762829660,US500Z25.sim,H4,6861.630000,6820.214493,60.14,+1.0,0
1762829660,USOILZ25.sim,H4,59.906000,60.107432,47.94,+0.0,0
1762829660,BTCX25.sim,H4,106847.500000,106028.844216,58.95,+0.0,0
1762829665,XAUZ25.sim,H4,4141.360000,4038.726093,75.23,+1.0,0
1762829665,US30Z25.sim,H4,47483.250000,47316.540507,58.22,+0.0,0
1762829665,US100Z25.sim,H1,25742.390000,25504.806036,70.40,+1.0,0
1762829665,US500Z25.sim,H4,6861.430000,6820.206650,60.11,+1.0,0
1762829665,USOILZ25.sim,H4,59.906000,60.107432,47.94,+0.0,0
1762829665,BTCX25.sim,H4,106862.500000,106029.432451,59.01,+0.0,0
1762829670,XAUZ25.sim,H4,4141.620000,4038.736289,75.33,+1.0,0
1762829670,US30Z25.sim,H4,47484.250000,47316.579723,58.26,+0.0,0
1762829670,US100Z25.sim,H1,25743.410000,25504.846036,70.46,+1.0,0
1762829670,US500Z25.sim,H4,6861.630000,6820.214493,60.14,+1.0,0
1762829670,USOILZ25.sim,H4,59.906000,60.107432,47.94,+0.0,0
1762829670,BTCX25.sim,H4,106887.500000,106030.412843,59.10,+0.0,0
1762829675,XAUZ25.sim,H4,4141.040000,4038.713544,75.11,+1.0,0
1762829675,US30Z25.sim,H4,47482.450000,47316.509135,58.20,+0.0,0
1762829675,US100Z25.sim,H1,25742.190000,25504.798193,70.38,+1.0,0
1762829675,US500Z25.sim,H4,6861.330000,6820.202729,60.09,+1.0,0
1762829675,USOILZ25.sim,H4,59.906000,60.107432,47.94,+0.0,0
1762829675,BTCX25.sim,H4,106887.500000,106030.412843,59.10,+0.0,0
1762830237,XAUZ25.sim,H4,4143.380000,4038.805308,75.65,+1.0,0
1762830237,US30Z25.sim,H4,47472.650000,47316.124821,57.87,+0.0,0
1762830237,US100Z25.sim,H1,25724.560000,25513.099811,67.75,+1.0,0
1762830237,US500Z25.sim,H4,6858.350000,6820.085866,59.44,+0.0,0
1762830237,USOILZ25.sim,H4,59.940000,60.108766,48.48,+0.0,0
1762830237,BTCX25.sim,H4,107005.000000,106035.020687,59.54,+0.0,0
1762830242,XAUZ25.sim,H4,4143.000000,4038.790406,75.60,+1.0,0
1762830242,US30Z25.sim,H4,47472.050000,47316.101292,57.85,+0.0,0
1762830242,US100Z25.sim,H1,25723.460000,25513.056674,67.58,+1.0,0
1762830242,US500Z25.sim,H4,6858.150000,6820.078023,59.40,+0.0,0
1762830242,USOILZ25.sim,H4,59.931000,60.108413,48.34,+0.0,0
1762830242,BTCX25.sim,H4,106997.500000,106034.726569,59.51,+0.0,0
1762830247,XAUZ25.sim,H4,4142.740000,4038.780210,75.57,+1.0,0
1762830247,US30Z25.sim,H4,47472.050000,47316.101292,57.85,+0.0,0
1762830247,US100Z25.sim,H1,25723.190000,25513.046086,67.54,+1.0,0
1762830247,US500Z25.sim,H4,6858.180000,6820.079199,59.40,+0.0,0
1762830247,USOILZ25.sim,H4,59.931000,60.108413,48.34,+0.0,0
1762830247,BTCX25.sim,H4,107005.000000,106035.020687,59.54,+0.0,0
1762830252,XAUZ25.sim,H4,4143.440000,4038.807661,75.66,+1.0,0
1762830252,US30Z25.sim,H4,47472.250000,47316.109135,57.86,+0.0,0
1762830252,US100Z25.sim,H1,25723.210000,25513.046870,67.55,+1.0,0
1762830252,US500Z25.sim,H4,6858.150000,6820.078023,59.40,+0.0,0
1762830252,USOILZ25.sim,H4,59.930000,60.108374,48.32,+0.0,0
1762830252,BTCX25.sim,H4,107007.500000,106035.118726,59.55,+0.0,0
1762830489,XAUZ25.sim,H4,4144.620000,4038.853936,75.80,+1.0,0
1762830489,US30Z25.sim,H4,47489.250000,47316.775801,58.42,+0.0,0
1762830489,US100Z25.sim,H1,25738.390000,25513.642164,69.50,+1.0,0
1762830489,US500Z25.sim,H4,6860.930000,6820.187042,60.03,+1.0,0
1762830489,USOILZ25.sim,H4,59.961000,60.109589,48.80,+0.0,0
1762830489,BTCX25.sim,H4,107090.000000,106038.354020,59.85,+0.0,0
1762830813,XAUZ25.sim,H4,4148.580000,4039.009230,76.28,+1.0,0
1762830813,US30Z25.sim,H4,47486.450000,47316.665998,58.33,+0.0,0
1762830813,US100Z25.sim,H1,25734.810000,25513.501772,69.25,+1.0,0
1762830813,US500Z25.sim,H4,6860.450000,6820.168219,59.94,+0.0,0
1762830813,USOILZ25.sim,H4,59.940000,60.108766,48.48,+0.0,0
1762830813,BTCX25.sim,H4,107147.500000,106040.608922,60.06,+1.0,0
1762830818,XAUZ25.sim,H4,4148.720000,4039.014720,76.29,+1.0,0
1762830818,US30Z25.sim,H4,47486.450000,47316.665998,58.33,+0.0,0
1762830818,US100Z25.sim,H1,25734.390000,25513.485301,69.22,+1.0,0
1762830818,US500Z25.sim,H4,6860.400000,6820.166258,59.92,+0.0,0
1762830818,USOILZ25.sim,H4,59.941000,60.108805,48.49,+0.0,0
1762830818,BTCX25.sim,H4,107200.000000,106042.667745,60.25,+1.0,0
1762830823,XAUZ25.sim,H4,4148.340000,4038.999818,76.25,+1.0,0
1762830823,US30Z25.sim,H4,47484.250000,47316.579723,58.26,+0.0,0
1762830823,US100Z25.sim,H1,25731.490000,25513.371576,68.82,+1.0,0
1762830823,US500Z25.sim,H4,6859.900000,6820.146650,59.81,+0.0,0
1762830823,USOILZ25.sim,H4,59.941000,60.108805,48.49,+0.0,0
1762830823,BTCX25.sim,H4,107197.500000,106042.569706,60.24,+1.0,0
1762830828,XAUZ25.sim,H4,4148.260000,4038.996681,76.24,+1.0,0
1762830828,US30Z25.sim,H4,47483.600000,47316.554233,58.24,+0.0,0
1762830828,US100Z25.sim,H1,25729.440000,25513.291184,68.50,+1.0,0
1762830828,US500Z25.sim,H4,6859.480000,6820.130180,59.71,+0.0,0
1762830828,USOILZ25.sim,H4,59.941000,60.108805,48.49,+0.0,0
