symbol,tf,time,open,high,low,close,volume,ret_1,logret_1,atr14,rvol_20,rsi14,ma20,ma50,hour,dow,fwd_ret_1,up_1,fwd_ret_3,up_3,fwd_ret_6,up_6
NZDJPY.sim,M15,2025-05-20 12:45:00+00:00,85.532,85.532,85.469,85.478,700,,,0.06300000000000239,,,,,12,1,0.00018718266688511065,1,-0.0009827090011463868,0,-0.0004913545005731379,0
NZDJPY.sim,M15,2025-05-20 13:00:00+00:00,85.473,85.507,85.46,85.494,850,0.00018718266688511065,0.0001871651503959626,0.06185714285714588,,,,,13,1,-0.0004561723629729064,0,-0.0008304676351557072,0,-9.357381804564469e-05,0
NZDJPY.sim,M15,2025-05-20 13:15:00+00:00,85.494,85.511,85.45,85.455,843,-0.0004561723629729064,-0.0004562764412385789,0.06179591836734923,,84.21052631579342,,,13,1,-0.0007138259902872424,0,-0.0007372301211163723,0,-0.00037446609326541314,0
NZDJPY.sim,M15,2025-05-20 13:30:00+00:00,85.456,85.468,85.382,85.394,859,-0.0007138259902872424,-0.0007140808853671743,0.06352478134110989,,66.51906519066067,,,13,1,0.00033960231397989205,1,0.0004918378340399432,1,-0.0003981544370799117,0
NZDJPY.sim,M15,2025-05-20 13:45:00+00:00,85.393,85.434,85.38,85.423,750,0.00033960231397989205,0.0003395446621663467,0.06284443981674505,,69.77054109929107,,,13,1,-0.000362899921566906,0,0.0007375062922163611,1,-0.001041873968369189,0
NZDJPY.sim,M15,2025-05-20 14:00:00+00:00,85.425,85.427,85.377,85.392,815,-0.000362899921566906,-0.0003629657856789592,0.061926979829835506,,62.75473112191652,,,14,1,0.0005152707513584875,1,0.0003630316657299293,1,-0.00019908188120665304,0
NZDJPY.sim,M15,2025-05-20 14:15:00+00:00,85.393,85.445,85.367,85.436,821,0.0005152707513584875,0.0005151380449692766,0.06307505269913216,,67.71675227430444,,,14,1,0.0005852333910763008,1,-0.0008895547544361948,0,0.0001404560138582589,1
NZDJPY.sim,M15,2025-05-20 14:30:00+00:00,85.436,85.502,85.43,85.486,875,0.0005852333910763008,0.0005850622087999469,0.06371254893490762,,72.24231645966708,,,14,1,-0.0007369627775308807,0,-0.001778068923566467,0,0.00018716514984906674,1
NZDJPY.sim,M15,2025-05-20 14:45:00+00:00,85.486,85.489,85.415,85.423,900,-0.0007369627775308807,-0.0007372344680902643,0.06444736686812837,,60.69672921617875,,,14,1,-0.0007375062922163611,0,-0.0005619095559744602,0,0.0014398932371844086,1
NZDJPY.sim,M15,2025-05-20 15:00:00+00:00,85.42,85.431,85.347,85.36,964,-0.0007375062922163611,-0.0007377783837698715,0.06584398352040514,,51.7841062890745,,,15,1,-0.0003045923149015417,0,0.0010309278350515427,1,0.0017455482661667965,1
NZDJPY.sim,M15,2025-05-20 15:15:00+00:00,85.362,85.372,85.321,85.334,1094,-0.0003045923149015417,-0.00030463871256269925,0.0647836989832335,,48.61163325837497,,,15,1,0.00048046499636722473,1,0.001968734619260726,1,0.0025898235170038753,1
NZDJPY.sim,M15,2025-05-20 15:30:00+00:00,85.334,85.397,85.33,85.375,1348,0.00048046499636722473,0.00048034961001874876,0.06494200619871734,,53.45421544862438,,,15,1,0.0008550512445093528,1,0.0020029282576867757,1,0.0008901903367495301,1
NZDJPY.sim,M15,2025-05-20 15:45:00+00:00,85.376,85.453,85.333,85.448,1308,0.0008550512445093528,0.0008546858964404436,0.06887472004166643,,60.57749640081567,,,15,1,0.0006319632993165847,1,0.0007138844677465617,1,-0.0002808725774738896,0
NZDJPY.sim,M15,2025-05-20 16:00:00+00:00,85.449,85.548,85.442,85.502,1428,0.0006319632993165847,0.0006317636946011618,0.0715265257529766,,64.8614005883353,,,16,1,0.0005146078454305592,1,0.0006198685410869764,1,-0.00014034759420833431,0
NZDJPY.sim,M15,2025-05-20 16:15:00+00:00,85.502,85.563,85.502,85.546,1111,0.0005146078454305592,0.0005144754802222096,0.07077463105633593,,67.9203273272797,,,16,1,-0.00043251583943149097,0,-0.0011105136417834949,0,-0.0010871344072195255,0
NZDJPY.sim,M15,2025-05-20 16:30:00+00:00,85.548,85.553,85.475,85.509,1697,-0.00043251583943149097,-0.0004326094013862303,0.07129072883802644,,62.95711157531625,,,16,1,0.0005379550690571833,1,-0.0009940474102140273,0,-0.0013916663742997715,0
NZDJPY.sim,M15,2025-05-20 16:45:00+00:00,85.511,85.607,85.502,85.555,1653,0.0005379550690571833,0.0005378104231024139,0.07369853392102484,,66.25830568701487,,,16,1,-0.0012155923090411136,0,-0.000759745193150696,0,-0.001998714277365532,0
NZDJPY.sim,M15,2025-05-20 17:00:00+00:00,85.554,85.559,85.436,85.451,1854,-0.0012155923090411136,-0.0012163317406646001,0.07722006721237953,,54.44471011545119,,,17,1,-0.00031597055622500925,0,2.3405226387218647e-05,1,-0.00017553919790269656,0
NZDJPY.sim,M15,2025-05-20 17:15:00+00:00,85.452,85.469,85.396,85.424,1597,-0.00031597055622500925,-0.0003160204854388837,0.07691863384006624,,51.85956032960903,,,17,1,0.0007726165948678254,1,-0.0003980146094775261,0,0.0007609102828245451,1
NZDJPY.sim,M15,2025-05-20 17:30:00+00:00,85.422,85.493,85.414,85.49,1429,0.0007726165948678254,0.0007723182803118789,0.07706730285148962,,57.2083323602677,85.44874999999999,,17,1,-0.00043279915779614875,0,-0.00123991110071342,0,-0.0003158264124458743,0
NZDJPY.sim,M15,2025-05-20 17:45:00+00:00,85.49,85.493,85.423,85.453,1523,-0.00043279915779614875,-0.00043289284238401393,0.07656249550495417,0.0060519089105785,53.612087722763675,85.4475,,17,1,-0.0007372473757504272,0,-0.000198939768059625,0,0.0012755549834411184,1
