symbol,tf,signal,session,trades,wr,pf,avg_pnl,gross_pnl,max_dd
US100Z25,H1,ml,ASIA,11,45.45454545454545,1.6666666666666667,181.8181818181818,2000.0,-2000.0
US100Z25,H1,ml,LONDON,29,44.827586206896555,1.625,172.41379310344828,5000.0,-4500.0
US100Z25,H1,ml,NY,88,42.04545454545455,1.4509803921568627,130.6818181818182,11500.0,-5500.0
US100Z25,H1,ml,OFF,19,31.57894736842105,3.3833123076923077,815.3436842105262,15491.529999999999,-5500.0
