symbol,tf,time,open,high,low,close,volume,ret_1,logret_1,atr14,rvol_20,rsi14,ma20,ma50,hour,dow,fwd_ret_1,up_1,fwd_ret_3,up_3,fwd_ret_6,up_6
CADJPY.sim,H1,2025-05-20 12:00:00+00:00,103.729,103.733,103.65,103.671,507,,,0.08299999999999841,,,,,12,1,-6.752129332221468e-05,0,0.0029805828052202887,1,0.0011671537845685531,1
CADJPY.sim,H1,2025-05-20 13:00:00+00:00,103.669,103.719,103.61,103.664,3136,-6.752129332221468e-05,-6.752357298811518e-05,0.08485714285714101,,0.0,,,13,1,9.646550393593856e-05,1,0.0036174563975921448,1,0.002816792714925187,1
CADJPY.sim,H1,2025-05-20 14:00:00+00:00,103.665,103.735,103.579,103.674,3239,9.646550393593856e-05,9.646085143888428e-05,0.0899387755102028,,9.900990099008084,,,14,1,0.002951559696741768,1,-9.64561992400359e-06,0,0.00229565754191019,1
CADJPY.sim,H1,2025-05-20 15:00:00+00:00,103.673,104.013,103.63,103.98,5186,0.002951559696741768,0.0029472123965295083,0.11087172011661758,,78.86367696979345,,,15,1,0.0005674168109250921,1,-0.0018080400076938563,0,-0.002048470859780771,0
CADJPY.sim,H1,2025-05-20 16:00:00+00:00,103.982,104.089,103.945,104.039,5922,0.0005674168109250921,0.0005672558908766945,0.11323802582257386,,81.76222946930447,,,16,1,-0.003517911552398667,0,-0.0007977777564182054,0,-0.0015571083920453699,0
CADJPY.sim,H1,2025-05-20 17:00:00+00:00,104.034,104.037,103.634,103.673,7535,-0.003517911552398667,-0.0035241139538495503,0.13407816683524723,,42.67010833937254,,,17,1,0.0011478398425819325,1,0.0023053253981268895,1,0.0015915426388741771,1
CADJPY.sim,H1,2025-05-20 18:00:00+00:00,103.673,103.81,103.613,103.792,4706,0.0011478398425819325,0.001147181578103229,0.13857258348987264,,50.891474068269176,,,18,1,0.0015800832434098577,1,-0.00024086634808084817,0,0.00020232773238793023,1
CADJPY.sim,H1,2025-05-20 19:00:00+00:00,103.792,103.985,103.71,103.956,3490,0.0015800832434098577,0.001578836225303526,0.14831739895488213,,59.509332467874465,,,19,1,-0.00042325599292003524,0,-0.0007599368963793207,0,-0.0013178652506830035,0
CADJPY.sim,H1,2025-05-20 20:00:00+00:00,103.956,104.042,103.899,103.912,3027,-0.00042325599292003524,-0.00042334559102030767,0.14793758474381918,,56.6376199432206,,,20,1,-0.0013954115020402558,0,-0.0007121410424206776,0,-0.0015493879436446756,0
CADJPY.sim,H1,2025-05-20 21:00:00+00:00,103.913,103.921,103.706,103.767,3597,-0.0013954115020402558,-0.0013963859953216584,0.15272775726211807,,48.35614708819097,,,21,1,0.0010600672660865396,1,0.000443300856727058,1,-0.0006938622105293613,0
CADJPY.sim,H1,2025-05-20 22:00:00+00:00,103.767,103.882,103.717,103.877,2884,0.0010600672660865396,0.0010595057915470107,0.15360434602911008,,53.86705477057593,,,22,1,-0.0003754440347718546,0,-0.0005583526670965844,0,-0.0017135650817793335,0
CADJPY.sim,H1,2025-05-20 23:00:00+00:00,103.875,103.9,103.819,103.838,1629,-0.0003754440347718546,-0.0003755145315285091,0.1484183213127453,,51.75822987170953,,,23,1,-0.00024075964483127876,0,-0.0008378435640130633,0,-0.003033571524875267,0
CADJPY.sim,H1,2025-05-21 00:00:00+00:00,103.834,103.834,103.641,103.813,174,-0.00024075964483127876,-0.00024078863208742973,0.15188844121897696,,50.396235015340935,,,0,2,5.7796229759210505e-05,1,-0.0011366591852659536,0,-0.0027934844383652457,0
CADJPY.sim,H1,2025-05-21 01:00:00+00:00,103.809,103.855,103.617,103.819,1143,5.7796229759210505e-05,5.779455962162672e-05,0.15803926684619285,,50.73132608259695,,,1,2,-0.0006549860815457942,0,-0.0011558577909631662,0,-0.003217137518180757,0
CADJPY.sim,H1,2025-05-21 02:00:00+00:00,103.818,103.83,103.734,103.751,1674,-0.0006549860815457942,-0.00065520067864,0.15360789064289362,,46.867131982901306,,,2,2,-0.0005397538336980867,0,-0.0021975691800562025,0,-0.003624061454829408,0
CADJPY.sim,H1,2025-05-21 03:00:00+00:00,103.745,103.802,103.65,103.695,4515,-0.0005397538336980867,-0.0005398995532361894,0.15349304131125843,,43.90144487052991,,,3,2,3.8574666088031506e-05,1,-0.001658710641786021,0,-0.001880514971792202,0
CADJPY.sim,H1,2025-05-21 04:00:00+00:00,103.695,103.779,103.617,103.699,4271,3.8574666088031506e-05,3.8573922104490066e-05,0.15410068121759654,,44.173186664551544,,,4,2,-0.001697219838185493,0,-0.0020636650305210225,0,-0.0006268141447843822,0
CADJPY.sim,H1,2025-05-21 05:00:00+00:00,103.698,103.724,103.51,103.523,4217,-0.001697219838185493,-0.001698661747496999,0.1583792039877681,,35.92684688361881,,,5,2,0.0,0,-0.00142963399437801,0,0.001922278141089473,1
CADJPY.sim,H1,2025-05-21 06:00:00+00:00,103.522,103.623,103.472,103.523,3371,0.0,0.0,0.15785211798864257,,35.92684688361881,,,6,2,-0.0003670681877456783,0,-0.00022217285047765323,0,0.0014489533726804726,1
CADJPY.sim,H1,2025-05-21 07:00:00+00:00,103.524,103.564,103.428,103.485,3003,-0.0003670681877456783,-0.0003671355737635551,0.15629125241802494,,34.32241731224501,103.75755,,7,2,-0.001062955983959002,0,0.0014398221964535551,1,0.0002029279605739731,1
CADJPY.sim,H1,2025-05-21 08:00:00+00:00,103.485,103.514,103.355,103.375,3503,-0.001062955983959002,-0.0010635213223268991,0.15648473438816543,0.00647280743947547,30.12805093237897,103.74275,,8,2,0.0012091898428052694,1,0.003356711003627444,1,0.0011318016928658636,1
CADJPY.sim,H1,2025-05-21 09:00:00+00:00,103.379,103.522,103.348,103.5,5736,0.0012091898428052694,0.001208459361568437,0.15773582478901124,0.006640344748998738,39.218073627913626,103.73454999999998,,9,2,0.001294685990338218,1,0.001671497584541104,1,0.0008115942028985579,1
CADJPY.sim,H1,2025-05-21 10:00:00+00:00,103.505,103.663,103.445,103.634,5671,0.001294685990338218,0.0012938486071192301,0.16204040873265355,0.006807784218176262,47.15489082668983,103.73254999999999,,10,2,0.0008491421734180271,1,-0.0012351158886080293,0,-0.0001447401431962092,0
CADJPY.sim,H1,2025-05-21 11:00:00+00:00,103.634,103.784,103.591,103.722,4753,0.0008491421734180271,0.0008487818561624394,0.16425180810889345,0.005991967848484821,51.62252563749154,103.71965,,11,2,-0.0004724166522048767,0,-0.0022174659185127954,0,0.00033744046586070553,1
CADJPY.sim,H1,2025-05-21 12:00:00+00:00,103.713,103.795,103.653,103.673,3880,-0.0004724166522048767,-0.0004725282761084415,0.1626623932439722,0.005948502700008532,49.13175773936914,103.70135,,12,2,-0.001610834064799893,0,-0.0008584684536957488,0,0.0026139882129387892,1
CADJPY.sim,H1,2025-05-21 13:00:00+00:00,103.671,103.698,103.406,103.506,5129,-0.001610834064799893,-0.0016121328529346002,0.1719007937265447,0.0048580033123662575,41.739944972070866,103.69300000000001,,13,2,-0.00013525785944767943,0,0.001091724151256912,1,0.004299267675303753,1
CADJPY.sim,H1,2025-05-21 14:00:00+00:00,103.507,103.564,103.442,103.492,4740,-0.00013525785944767943,-0.00013526700761712362,0.1683364513175058,0.004647142248046087,41.180602750576455,103.678,,14,2,0.0008889576005874922,1,0.0025605843929965566,1,0.0021740810883932316,1
CADJPY.sim,H1,2025-05-21 15:00:00+00:00,103.489,103.603,103.457,103.584,5857,0.0008889576005874922,0.0008885627117889427,0.1667409905091126,0.004377449793544425,46.27557670305786,103.6594,,15,2,0.0003378900216248759,1,0.0034754402224281833,1,0.001853568118628246,1
CADJPY.sim,H1,2025-05-21 16:00:00+00:00,103.589,103.752,103.532,103.619,5340,0.0003378900216248759,0.00033783294964706556,0.17054520547274732,0.004403173148661906,48.11682698767673,103.64475,,16,2,0.0013318020826296184,1,0.003204045590094351,1,0.0002991729316053071,1
